exam,section,raw,score,createdAt,updatedAt,TestId
College Board Test 1,reading,0,10,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,1,10,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,2,10,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,3,11,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,4,12,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,5,13,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,6,14,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,7,15,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,8,15,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,9,16,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,10,17,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,11,17,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,12,18,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,13,19,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,14,19,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,15,20,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,16,20,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,17,21,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,18,21,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,19,22,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,20,22,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,21,23,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,22,23,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,23,24,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,24,24,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,25,25,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,26,25,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,27,26,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,28,26,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,29,27,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,30,28,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,31,28,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,32,29,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,33,29,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,34,30,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,35,30,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,36,31,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,37,31,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,38,32,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,39,32,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,40,33,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,41,33,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,42,34,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,43,35,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,44,35,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,45,36,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,46,37,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,47,37,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,48,38,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,49,38,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,50,39,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,51,40,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,reading,52,40,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,0,10,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,1,10,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,2,10,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,3,10,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,4,11,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,5,12,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,6,13,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,7,13,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,8,14,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,9,15,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,10,16,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,11,16,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,12,17,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,13,18,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,14,19,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,15,19,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,16,20,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,17,21,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,18,21,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,19,22,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,20,23,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,21,23,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,22,24,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,23,25,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,24,25,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,25,26,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,26,26,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,27,27,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,28,28,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,29,28,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,30,29,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,31,30,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,32,30,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,33,31,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,34,32,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,35,32,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,36,33,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,37,34,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,38,34,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,39,35,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,40,36,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,41,37,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,42,38,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,43,39,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,writing,44,40,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,0,200,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,1,200,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,2,210,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,3,230,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,4,240,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,5,260,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,6,280,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,7,290,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,8,310,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,9,320,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,10,330,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,11,340,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,12,360,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,13,370,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,14,380,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,15,390,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,16,410,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,17,420,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,18,430,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,19,440,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,20,450,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,21,460,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,22,470,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,23,480,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,24,480,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,25,490,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,26,500,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,27,510,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,28,520,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,29,520,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,30,530,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,31,540,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,32,550,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,33,560,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,34,560,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,35,570,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,36,580,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,37,590,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,38,600,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,39,600,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,40,610,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,41,620,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,42,630,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,43,640,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,44,650,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,45,660,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,46,670,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,47,670,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,48,680,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,49,690,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,50,700,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,51,710,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,52,730,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,53,740,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,54,750,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,55,760,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,56,780,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,57,790,3/4/20 0:00,3/4/20 0:00,1
College Board Test 1,math,58,800,3/4/20 0:00,3/4/20 0:00,1
College Board Test 2,reading,0,10,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,1,10,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,2,10,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,3,11,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,4,12,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,5,13,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,6,14,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,7,15,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,8,15,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,9,16,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,10,17,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,11,18,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,12,18,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,13,19,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,14,19,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,15,20,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,16,20,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,17,21,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,18,21,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,19,22,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,20,22,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,21,23,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,22,23,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,23,24,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,24,24,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,25,24,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,26,25,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,27,25,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,28,26,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,29,27,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,30,27,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,31,28,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,32,28,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,33,29,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,34,29,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,35,30,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,36,30,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,37,31,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,38,31,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,39,32,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,40,32,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,41,33,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,42,33,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,43,34,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,44,34,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,45,35,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,46,35,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,47,36,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,48,37,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,49,37,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,50,38,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,51,39,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,reading,52,40,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,0,10,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,1,10,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,2,10,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,3,11,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,4,12,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,5,13,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,6,14,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,7,14,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,8,15,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,9,16,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,10,17,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,11,17,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,12,18,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,13,18,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,14,19,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,15,20,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,16,20,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,17,21,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,18,22,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,19,22,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,20,23,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,21,23,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,22,24,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,23,25,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,24,25,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,25,26,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,26,26,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,27,27,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,28,27,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,29,28,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,30,29,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,31,29,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,32,30,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,33,31,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,34,31,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,35,32,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,36,33,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,37,33,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,38,34,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,39,35,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,40,36,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,41,37,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,42,38,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,43,39,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,writing,44,40,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,0,200,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,1,200,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,2,210,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,3,230,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,4,250,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,5,270,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,6,290,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,7,300,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,8,320,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,9,330,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,10,340,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,11,360,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,12,370,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,13,380,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,14,390,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,15,400,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,16,420,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,17,430,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,18,440,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,19,450,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,20,460,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,21,470,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,22,480,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,23,490,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,24,500,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,25,510,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,26,510,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,27,520,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,28,530,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,29,540,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,30,550,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,31,560,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,32,570,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,33,570,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,34,580,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,35,590,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,36,600,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,37,610,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,38,620,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,39,630,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,40,640,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,41,650,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,42,650,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,43,660,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,44,670,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,45,680,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,46,690,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,47,690,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,48,700,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,49,710,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,50,720,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,51,730,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,52,740,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,53,750,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,54,760,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,55,770,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,56,780,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,57,790,3/4/20 0:00,3/4/20 0:00,2
College Board Test 2,math,58,800,3/4/20 0:00,3/4/20 0:00,2
